influx tag,"Antenna
name",Cosmic ray subarray,"Antenna
type",Latitude ITRF2000(1997.0),Longitude  ITRF2000(1997.0),Elevation (meters HAE),X (m),Y (m),"Used in
LWA-352",Online,Pol A FEE #,Pol B FEE #,Pol A Ant cable status,Pol B Ant cable status,"ARX board
location #",ARX Serial Number,ARX board address,"Pol A ARX
channel #",,"Pol B ARX
channel #",,"SNAP2
board ID","SNAP2
chassis #","SNAP2
location #",SNAP2 MAC Address,"SNAP2
hostname",FMC #,"Pol A digitizer
channel #","Pol B digitizer
channel #",Pol A FPGA Input #,Pol B FPGA Input #,Correlator number,Notes,,,
dict_key,antname,,ant_type,latitude,longitude,elevation,x,y,used,online,pola_fee,polb_fee,pola_resistance,polb_resistance,arx_location,arx_serial,arx_address,pola_arx_channel,check1,polb_arx_channel,check2,snap2_serial,snap2_chassis,snap2_location,snap2_mac,snap2_hostname,fmc,pola_digitizer_channel,polb_digitizer_channel,pola_fpga_num,polb_fpga_num,corr_num,notes,,,
,LWA-075,G,Coaxial,37.23994031,-118.2814257,1182.67,21.38,18.09,YES,YES,0102,1656,OK,OK,18,37,18,3,1803,4,1804,10,1,3,02:00:a6:4e:e4:6f,snap03.sas.pvt,1,16,17,50,51,89,FEE installed 11/01/2021,,,
,LWA-121,C,Coaxial,37.23947023,-118.2815688,1182.69,8.69,-34.08,YES,YES,0580,0684,OK,OK,24,43,24,11,2411,12,2412,5,1,5,00:00:18:2d:e4:75,snap05.sas.pvt,1,16,17,50,51,153,FEE installed on 11/04/2021,,,
,LWA-132,I,Coaxial,37.24050485,-118.2818052,1183.36,-12.29,80.75,YES,YES,0582,0699,OK,OK,27,21,27,15,2715,16,2716,6,1,6,02:00:c2:4f:e4:75,snap06.sas.pvt,1,16,17,50,51,185,FEE installed on 11/04/2021,,,
,LWA-148,H,Coaxial,37.23971708,-118.2817838,1182.79,-10.39,-6.68,YES,YES,0412,0629,OK,OK,31,1,31,7,3107,8,3108,8,2,7,00:00:d6:de:e4:75,snap07.sas.pvt,1,16,17,50,51,217,FEE installed on 11/03/2021,,,
,LWA-222,B,Coaxial,37.2391416,-118.2821491,1182.60,-42.80,-70.55,YES,YES,0127,0391,OK,OK,35,29,35,1,3501,2,3502,3,2,8,00:00:b3:f2:e4:75,snap08.sas.pvt,1,16,17,50,51,249,FEE installed on 11/04/2021,,,
,LWA-225,F,Coaxial,37.24045911,-118.2825002,1183.51,-73.96,75.67,YES,YES,0124,0652,OK,OK,38,43,38,5,3805,6,3806,1,2,9,02:00:ce:ca:e4:6f,snap09.sas.pvt,1,16,17,50,51,281,FEE installed 8/24/2021,,,
,LWA-239,D,Coaxial,37.23968977,-118.2824013,1183.09,-65.18,-9.71,YES,YES,1488,1654,OK,OK,41,46,41,11,4111,12,4112,2,2,10,00:00:41:1e:e4:75,snap10.sas.pvt,1,16,17,50,51,313,FEE installed 8/24/2021,,,
,LWA-250,E,Coaxial,37.23928711,-118.2824435,1182.72,-68.93,-54.40,YES,YES,0300,0538,OK,OK,45,50,45,1,4501,2,4502,4,2,11,00:00:b3:fc:e4:6f,snap11.sas.pvt,1,16,17,50,51,345,FEE installed on 11/04/2021,,,
,LWA-332,J,Fiber,37.24691041,-118.2825052,1184.54,-74.39,791.66,YES,YES,215,352,,,4,4112,4,1,401,2,402,13,1,1,00:00:4e:e4:ef:75,snap01.sas.pvt,1,16,17,50,51,25,,,,
,LWA-335,K,Fiber,37.23895686,-118.29199,1178.79,-916.01,-91.05,YES,YES,427,186,,,7,4111,7,15,715,16,716,12,1,2,02:00:d4:5b:e4:75,snap02.sas.pvt,1,16,17,50,51,57,,,,
,LWA-151,H,Coaxial,37.23957589,-118.2818709,1182.80,-18.12,-22.35,YES,YES,0547,1563,OK,OK,31,1,31,13,3113,14,3114,8,2,7,00:00:d6:de:e4:75,snap07.sas.pvt,1,22,23,52,53,218,FEE installed 9/3/2021,,,
,LWA-252,I,Coaxial,37.2420327,-118.2806832,1183.77,87.27,250.31,YES,YES,0295,0543,OK,OK,28,18,28,5,2805,6,2806,6,1,6,02:00:c2:4f:e4:75,snap06.sas.pvt,1,22,23,52,53,186,,,,
,LWA-261,E,Fiber,37.24838143,-118.2802427,1185.24,126.34,954.91,YES,YES,126,392,,,14,4106,14,1,1401,2,1402,4,2,11,00:00:b3:fc:e4:6f,snap11.sas.pvt,1,22,23,52,53,346,,,,
,LWA-275,G,Fiber,37.24558814,-118.2781173,1183.86,314.92,644.91,YES,YES,319,556,,,9,4108,9,1,901,2,902,10,1,3,02:00:a6:4e:e4:6f,snap03.sas.pvt,1,22,23,52,53,90,,,,
,LWA-297,D,Fiber,37.24958926,-118.2808875,1186.02,69.13,1088.96,YES,YES,178,167,,,13,4105,13,7,1307,8,1308,2,2,10,00:00:41:1e:e4:75,snap10.sas.pvt,1,22,23,52,53,314,,,,
,LWA-324,A,Fiber,37.23994738,-118.2786074,1182.97,271.45,18.88,YES,YES,?,?,,,9,4108,9,13,913,14,914,7,1,4,00:00:08:4b:e4:6f,snap04.sas.pvt,1,22,23,52,53,122,,,,
,LWA-325,C,Fiber,37.24811095,-118.2769859,1185.10,415.29,924.90,YES,YES,171,111,,,10,4103,10,9,1009,10,1010,5,1,5,00:00:18:2d:e4:75,snap05.sas.pvt,1,22,23,52,53,154,,,,
,LWA-326,B,Fiber,37.24636348,-118.2783498,1184.46,294.29,730.96,YES,YES,142,381,,,12,4110,12,3,1203,4,1204,3,2,8,00:00:b3:f2:e4:75,snap08.sas.pvt,1,22,23,52,53,250,,,,
,LWA-340,J,Fiber,37.24555603,-118.2857779,1184.74,-364.76,641.34,YES,YES,161,105,,,4,4112,4,7,407,8,408,13,1,1,00:00:4e:e4:ef:75,snap01.sas.pvt,1,22,23,52,53,26,,,,
,LWA-343,K,Fiber,37.24193754,-118.2865982,1184.22,-437.57,239.75,YES,YES,425,168,,,8,4104,8,5,805,6,806,12,1,2,02:00:d4:5b:e4:75,snap02.sas.pvt,1,22,23,52,53,58,,,,
,LWA-349,F,Fiber,37.24506103,-118.2909214,1184.23,-821.13,586.41,YES,YES,0603,1645,,,12,4110,12,13,1213,14,1214,1,2,9,02:00:ce:ca:e4:6f,snap09.sas.pvt,1,22,23,52,53,282,,,,
,LWA-139,I,Coaxial,37.24010244,-118.2817049,1182.48,-3.39,36.09,YES,YES,0499,0278,OK,OK,28,18,28,3,2803,4,2804,6,1,6,02:00:c2:4f:e4:75,snap06.sas.pvt,1,20,21,54,55,187,FEE installed on 11/04/2021,,,
,LWA-172,H,Coaxial,37.23984646,-118.2819336,1182.72,-23.68,7.68,YES,YES,0424,0183,OK,OK,31,1,31,11,3111,12,3112,8,2,7,00:00:d6:de:e4:75,snap07.sas.pvt,1,20,21,54,55,219,FEE installed on 11/03/2021,,,
,LWA-253,F,Coaxial,37.24206435,-118.2825284,1183.58,-76.46,253.83,YES,YES,609,637,OK,OK,38,43,38,9,3809,10,3810,1,2,9,02:00:ce:ca:e4:6f,snap09.sas.pvt,1,20,21,54,55,283,,,,
,LWA-254,D,Coaxial,37.24122255,-118.2840456,1183.67,-211.08,160.40,YES,YES,0586,0673,OK,OK,41,46,41,15,4115,16,4116,2,2,10,00:00:41:1e:e4:75,snap10.sas.pvt,1,20,21,54,55,315,,,,
,LWA-256,E,Coaxial,37.2384156,-118.284121,1182.87,-217.77,-151.12,YES,YES,0626,0363,OK,OK,45,50,45,5,4505,6,4506,4,2,11,00:00:b3:fc:e4:6f,snap11.sas.pvt,1,20,21,54,55,347,,,,
,LWA-262,A,Fiber,37.23905459,-118.2799617,1182.50,151.29,-80.21,YES,YES,182,118,,,9,4108,9,11,911,12,912,7,1,4,00:00:08:4b:e4:6f,snap04.sas.pvt,1,20,21,54,55,123,,,,
,LWA-274,G,Fiber,37.24067826,-118.2800065,1182.93,147.31,99.99,YES,YES,331,570,,,8,4104,8,15,815,16,816,10,1,3,02:00:a6:4e:e4:6f,snap03.sas.pvt,1,20,21,54,55,91,,,,
,LWA-316,C,Fiber,37.23848336,-118.2929476,1178.46,-1000.98,-143.60,YES,YES,591,362,,,10,4103,10,7,1007,8,1008,5,1,5,00:00:18:2d:e4:75,snap05.sas.pvt,1,20,21,54,55,155,,,,
,LWA-322,B,Fiber,37.24874952,-118.2894812,1185.01,-693.31,995.77,YES,YES,0407,0204,,,12,4110,12,1,1201,2,1202,3,2,8,00:00:b3:f2:e4:75,snap08.sas.pvt,1,20,21,54,55,251,,,,
,LWA-337,K,Fiber,37.24080649,-118.2856737,1183.64,-355.54,114.23,YES,YES,164,107,,,8,4104,8,3,803,4,804,12,1,2,02:00:d4:5b:e4:75,snap02.sas.pvt,1,20,21,54,55,59,,,,
,LWA-339,J,Fiber,37.24682558,-118.2839397,1184.69,-201.66,782.24,YES,YES,593,681,,,4,4112,4,5,405,6,406,13,1,1,00:00:4e:e4:ef:75,snap01.sas.pvt,1,20,21,54,55,27,,,,
,LWA-279,H,Fiber,37.24466804,-118.2776836,1183.98,353.41,542.79,YES,YES,0516,0593,,,11,4109,11,11,1111,12,1112,8,2,7,00:00:d6:de:e4:75,snap07.sas.pvt,1,26,27,56,57,220,,,,
,LWA-293,F,Fiber,37.24112801,-118.2823114,1183.24,-57.20,149.91,YES,YES,0125,0664,,,13,4105,13,1,1301,2,1302,1,2,9,02:00:ce:ca:e4:6f,snap09.sas.pvt,1,26,27,56,57,284,,,,
,LWA-294,I,Fiber,37.2411509,-118.281231,1183.13,38.66,152.45,YES,YES,179,116,,,11,4109,11,5,1105,6,1106,6,1,6,02:00:c2:4f:e4:75,snap06.sas.pvt,1,26,27,56,57,188,,,,
,LWA-300,E,Fiber,37.23785229,-118.2772063,1182.22,395.79,-213.64,YES,YES,356,177,,,14,4106,14,5,1405,6,1406,4,2,11,00:00:b3:fc:e4:6f,snap11.sas.pvt,1,26,27,56,57,348,,,,
,LWA-302,G,Fiber,37.23393297,-118.2856158,1182.00,-350.43,-648.62,YES,YES,165,108,,,9,4108,9,5,905,6,906,10,1,3,02:00:a6:4e:e4:6f,snap03.sas.pvt,1,26,27,56,57,92,,,,
,LWA-334,C,Fiber,37.24338013,-118.2776277,1183.66,358.37,399.86,YES,YES,173,113,,,10,4103,10,13,1013,14,1014,5,1,5,00:00:18:2d:e4:75,snap05.sas.pvt,1,26,27,56,57,156,,,,
,LWA-345,B,Fiber,37.23830349,-118.2820894,1182.67,-37.50,-163.56,YES,YES,0101,0185,,,12,4110,12,7,1207,8,1208,3,2,8,00:00:b3:f2:e4:75,snap08.sas.pvt,1,26,27,56,57,252,,,,
,LWA-346,D,Fiber,37.24058982,-118.2832377,1183.70,-139.39,90.18,YES,YES,1584,0697,,,13,4105,13,11,1311,12,1312,2,2,10,00:00:41:1e:e4:75,snap10.sas.pvt,1,26,27,56,57,316,,,,
,LWA-348,A,Fiber,37.23891907,-118.2954386,1178.31,-1222.01,-95.25,YES,YES,0148,0384,,,10,4103,10,1,1001,2,1002,7,1,4,00:00:08:4b:e4:6f,snap04.sas.pvt,1,26,27,56,57,124,,,,
,LWA-351,K,Fiber,37.24228287,-118.2911783,1181.25,-843.95,278.08,YES,YES,111,350,,,8,4104,8,9,809,10,810,12,1,2,02:00:d4:5b:e4:75,snap02.sas.pvt,1,26,27,56,57,60,,,,
,LWA-352,J,Fiber,37.24340213,-118.2884508,1183.97,-601.93,402.30,YES,YES,469,230,,,4,4112,4,11,411,12,412,13,1,1,00:00:4e:e4:ef:75,snap01.sas.pvt,1,26,27,56,57,28,,,,
,LWA-178,H,Coaxial,37.23964422,-118.2818846,1182.83,-19.34,-14.77,YES,YES,0306,0526,OK,OK,31,1,31,15,3115,16,3116,8,2,7,00:00:d6:de:e4:75,snap07.sas.pvt,1,24,25,58,59,221,FEE installed on 11/03/2021,,,
,LWA-264,E,Fiber,37.24742802,-118.2905707,1184.92,-789.98,849.10,YES,YES,311,552,,,14,4106,14,3,1403,4,1404,4,2,11,00:00:b3:fc:e4:6f,snap11.sas.pvt,1,24,25,58,59,349,,,,
,LWA-286,G,Fiber,37.24025342,-118.2941939,1179.24,-1111.55,52.84,YES,YES,153,378,,,9,4108,9,3,903,4,904,10,1,3,02:00:a6:4e:e4:6f,snap03.sas.pvt,1,24,25,58,59,93,,,,
,LWA-289,I,Fiber,37.23400256,-118.2884195,1180.17,-599.23,-640.89,YES,YES,346,115,,,11,4109,11,3,1103,4,1104,6,1,6,02:00:c2:4f:e4:75,snap06.sas.pvt,1,24,25,58,59,189,,,,
,LWA-290,F,Fiber,37.2358154,-118.2895077,1178.93,-695.78,-439.70,YES,YES,0481,0238,,,12,4110,12,15,1215,16,1216,1,2,9,02:00:ce:ca:e4:6f,snap09.sas.pvt,1,24,25,58,59,285,,,,
,LWA-328,C,Fiber,37.24923287,-118.2867668,1185.47,-452.48,1049.41,YES,YES,176,115,,,10,4103,10,11,1011,12,1012,5,1,5,00:00:18:2d:e4:75,snap05.sas.pvt,1,24,25,58,59,157,,,,
,LWA-331,A,Fiber,37.24798036,-118.2816252,1185.03,3.68,910.40,YES,YES,114,347,,,9,4108,9,15,915,16,916,7,1,4,00:00:08:4b:e4:6f,snap04.sas.pvt,1,24,25,58,59,125,,,,
,LWA-333,B,Fiber,37.24116903,-118.2772422,1183.22,392.58,154.46,YES,YES,0550,0313,,,12,4110,12,5,1205,6,1206,3,2,8,00:00:b3:f2:e4:75,snap08.sas.pvt,1,24,25,58,59,253,,,,
,LWA-341,J,Fiber,37.23307142,-118.2940875,1177.75,-1102.21,-744.23,YES,YES,458,201,,,4,4112,4,9,409,10,410,13,1,1,00:00:4e:e4:ef:75,snap01.sas.pvt,1,24,25,58,59,29,,,,
,LWA-342,D,Fiber,37.23679766,-118.2912935,1179.12,-854.23,-330.69,YES,YES,422,181,,,13,4105,13,9,1309,10,1310,2,2,10,00:00:41:1e:e4:75,snap10.sas.pvt,1,24,25,58,59,317,,,,
,LWA-344,K,Fiber,37.23989593,-118.288109,1181.94,-571.63,13.17,YES,YES,158,385,,,8,4104,8,7,807,8,808,12,1,2,02:00:d4:5b:e4:75,snap02.sas.pvt,1,24,25,58,59,61,,,,
,LWA-315,E,Fiber,37.23748412,-118.2925047,1178.23,-961.70,-254.50,YES,YES,482,241,,,14,4106,14,9,1409,10,1410,4,2,11,00:00:b3:fc:e4:6f,snap11.sas.pvt,1,30,31,60,61,350,,,,
,LWA-319,I,Fiber,37.24384034,-118.2951269,1180.26,-1194.28,450.93,YES,YES,163,651,,,11,4109,11,9,1109,10,1110,6,1,6,02:00:c2:4f:e4:75,snap06.sas.pvt,1,30,31,60,61,190,,,,
,LWA-355,H,Fiber,37.23605168,-118.2822477,1181.72,-51.56,-413.48,YES,YES,0312,0551,,,11,4109,11,15,1115,16,1116,8,2,7,00:00:d6:de:e4:75,snap07.sas.pvt,1,30,31,60,61,222,,,,
,LWA-356,D,Fiber,37.23606589,-118.2806322,1181.18,91.80,-411.90,YES,YES,122,187,,,13,4105,13,15,1315,16,1316,2,2,10,00:00:41:1e:e4:75,snap10.sas.pvt,1,30,31,60,61,318,,,,
,LWA-357,F,Fiber,37.23745583,-118.2791485,1181.73,223.45,-257.64,YES,YES,0216,1353,,,13,4105,13,5,1305,6,1306,1,2,9,02:00:ce:ca:e4:6f,snap09.sas.pvt,1,30,31,60,61,286,,,,
,LWA-359,B,Fiber,37.23709246,-118.2819597,1181.92,-26.00,-297.97,YES,YES,554,437,,,12,4110,12,11,1211,12,1212,3,2,8,00:00:b3:f2:e4:75,snap08.sas.pvt,1,30,31,60,61,254,,,,
,LWA-360,K,Fiber,37.23281504,-118.2781856,1180.89,308.91,-772.69,YES,YES,0634,0677,,,8,4104,8,13,813,14,814,12,1,2,02:00:d4:5b:e4:75,snap02.sas.pvt,1,30,31,60,61,62,,,,
,LWA-361,C,Fiber,37.23841313,-118.280953,1182.48,63.33,-151.40,YES,YES,0140,0383,,,11,4109,11,1,1101,2,1102,5,1,5,00:00:18:2d:e4:75,snap05.sas.pvt,1,30,31,60,61,158,,,,
,LWA-362,J,Fiber,37.23437711,-118.2773526,1180.72,382.82,-599.33,YES,YES,1420,0179,,,4,4112,4,15,415,16,416,13,1,1,00:00:4e:e4:ef:75,snap01.sas.pvt,1,30,31,60,61,30,,,,
,LWA-363,G,Fiber,37.23526469,-118.2793997,1181.37,201.17,-500.82,YES,YES,0155,0376,,,9,4108,9,9,909,10,910,10,1,3,02:00:a6:4e:e4:6f,snap03.sas.pvt,1,30,31,60,61,94,,,,
,LWA-365,A,Fiber,37.23146134,-118.2827235,1200.30,-93.78,-922.93,YES,NO,,,,,10,4103,10,5,1005,6,1006,7,1,4,00:00:08:4b:e4:6f,snap04.sas.pvt,1,30,31,60,61,126,40 meter feed -- elevation given for 40m dish elevation axis,,,
,LWA-287,H,Fiber,37.24477362,-118.2929321,1179.90,-999.52,554.51,YES,YES,0150,0398,,,11,4109,11,13,1113,14,1114,8,2,7,00:00:d6:de:e4:75,snap07.sas.pvt,1,28,29,62,63,223,,,,
,LWA-299,I,Fiber,37.23655262,-118.2777586,1182.16,346.79,-357.88,YES,YES,0128,0650,,,11,4109,11,7,1107,8,1108,6,1,6,02:00:c2:4f:e4:75,snap06.sas.pvt,1,28,29,62,63,191,,,,
,LWA-304,E,Fiber,37.23913919,-118.2832515,1183.23,-140.62,-70.82,YES,YES,0605,0662,,,14,4106,14,7,1407,8,1408,4,2,11,00:00:b3:fc:e4:6f,snap11.sas.pvt,1,28,29,62,63,351,,,,
,LWA-323,G,Fiber,37.24161186,-118.2793161,1183.34,208.57,203.61,YES,YES,175,114,,,9,4108,9,7,907,8,908,10,1,3,02:00:a6:4e:e4:6f,snap03.sas.pvt,1,28,29,62,63,95,,,,
,LWA-329,F,Fiber,37.24762367,-118.2788335,1184.67,251.37,870.82,YES,YES,0141,0382,,,13,4105,13,3,1303,4,1304,1,2,9,02:00:ce:ca:e4:6f,snap09.sas.pvt,1,28,29,62,63,287,,,,
,LWA-347,B,Fiber,37.23656872,-118.2945735,1177.69,-1145.29,-356.09,YES,YES,0467,0243,,,12,4110,12,9,1209,10,1210,3,2,8,00:00:b3:f2:e4:75,snap08.sas.pvt,1,28,29,62,63,255,,,,
,LWA-350,D,Fiber,37.24661519,-118.2893411,1185.05,-680.90,758.89,YES,YES,170,110,,,13,4105,13,13,1313,14,1314,2,2,10,00:00:41:1e:e4:75,snap10.sas.pvt,1,28,29,62,63,319,,,,
,LWA-353,J,Fiber,37.24945638,-118.2948413,1184.46,-1168.85,1074.22,YES,YES,146,399,,,4,4112,4,13,413,14,414,13,1,1,00:00:4e:e4:ef:75,snap01.sas.pvt,1,28,29,62,63,31,,,,
,LWA-354,K,Fiber,37.24907479,-118.2918007,1185.78,-899.09,1031.87,YES,YES,332,576,,,8,4104,8,11,811,12,812,12,1,2,02:00:d4:5b:e4:75,snap02.sas.pvt,1,28,29,62,63,63,,,,
,LWA-358,C,Fiber,37.23734591,-118.2804504,1181.89,107.93,-269.84,YES,YES,418,160,,,10,4103,10,15,1015,16,1016,5,1,5,00:00:18:2d:e4:75,snap05.sas.pvt,1,28,29,62,63,159,,,,
,LWA-364,A,Fiber,37.23464303,-118.2815507,1180.95,10.29,-569.81,YES,YES,0159,0372,,,10,4103,10,3,1003,4,1004,7,1,4,00:00:08:4b:e4:6f,snap04.sas.pvt,1,28,29,62,63,127,,,,
,LWA-000,,N/A,37.23977727,-118.2816667,N/A,0.00,0.00,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,Array Center,,,
,LWA-366,,Fiber,37.232092,-118.295584,1177.80,-1235.02,-852.93,NO,NO,0269,1372,,,,,,,0,,0,,,,,,,,,,,,Demonstrator/Testbed by building 7,,,
